cellline,concentration,viability
PA1,-1.958607314841775,0.05
PA1,-1.4685210829577449,0.003
PA1,-1.0,0.028
PA1,-0.5228787452803376,0.002
PA1,-3.853871964321762,0.805
PA1,-3.3979400086720375,1.168
PA1,-2.9208187539523753,0.84
PA1,-2.431798275933005,0.381
PA1,-1.958607314841775,0.017
PA1,-1.4685210829577449,0.026
PA1,-1.0,0.024
PA1,-0.5228787452803376,0.002
PA1,-3.853871964321762,0.88
PA1,-3.3979400086720375,1.159
PA1,-2.9208187539523753,0.839
PA1,-2.431798275933005,0.653
PA1,-1.958607314841775,0.01
PA1,-1.4685210829577449,0.025
PA1,-1.0,0.022
PA1,-0.5228787452803376,0.002
PA1,-3.853871964321762,1.082
PA1,-3.3979400086720375,1.018
PA1,-2.9208187539523753,0.8
PA1,-2.431798275933005,0.601
PA1,-1.958607314841775,0.028
PA1,-1.4685210829577449,0.011
PA1,-1.0,0.007
PA1,-0.5228787452803376,0.003
PA1,-3.853871964321762,1.166
PA1,-3.3979400086720375,0.966
PA1,-2.9208187539523753,0.917
PA1,-2.431798275933005,0.929
PA1,-1.958607314841775,0.04
PA1,-1.4685210829577449,0.027
PA1,-1.0,0.005
PA1,-0.5228787452803376,0.003
RKO,-3.853871964321762,0.922
RKO,-3.3979400086720375,0.697
RKO,-2.9208187539523753,0.887
RKO,-2.431798275933005,0.722
RKO,-1.958607314841775,0.788
RKO,-1.4685210829577449,0.421
RKO,-1.0,0.246
RKO,-0.5228787452803376,0.006
RKO,-3.853871964321762,0.824
RKO,-3.3979400086720375,0.765
RKO,-2.9208187539523753,0.894
RKO,-2.431798275933005,0.677
RKO,-1.958607314841775,0.759
RKO,-1.4685210829577449,0.39
RKO,-1.0,0.241
RKO,-0.5228787452803376,0.006
RKO,-3.853871964321762,1.056
RKO,-3.3979400086720375,1.167
RKO,-2.9208187539523753,1.079
RKO,-2.431798275933005,1.058
RKO,-1.958607314841775,0.746
RKO,-1.4685210829577449,0.39
RKO,-1.0,0.101
RKO,-0.5228787452803376,0.006
RKO,-3.853871964321762,1.026
RKO,-3.3979400086720375,0.99
RKO,-2.9208187539523753,1.03
RKO,-2.431798275933005,1.073
RKO,-1.958607314841775,0.74
RKO,-1.4685210829577449,0.381
RKO,-1.0,0.1
RKO,-0.5228787452803376,0.004
RKO,-3.853871964321762,1.082
RKO,-3.3979400086720375,1.182
RKO,-2.9208187539523753,1.075
RKO,-2.431798275933005,1.16
RKO,-1.958607314841775,0.518
RKO,-1.4685210829577449,0.307
RKO,-1.0,0.009
RKO,-0.5228787452803376,0.003
RKO,-3.853871964321762,1.051
RKO,-3.3979400086720375,1.074
RKO,-2.9208187539523753,1.032
RKO,-2.431798275933005,1.111
RKO,-1.958607314841775,0.523
RKO,-1.4685210829577449,0.306
RKO,-1.0,0.004
RKO,-0.5228787452803376,0.003
RPMI7951,-3.853871964321762,1.069
RPMI7951,-3.3979400086720375,1.003
RPMI7951,-2.9208187539523753,0.966
RPMI7951,-2.431798275933005,0.905
RPMI7951,-1.958607314841775,0.786
RPMI7951,-1.4685210829577449,0.176
RPMI7951,-1.0,0.22
RPMI7951,-0.5228787452803376,0.057
RPMI7951,-3.853871964321762,0.958
RPMI7951,-3.3979400086720375,0.963
RPMI7951,-2.9208187539523753,1.017
RPMI7951,-2.431798275933005,0.981
RPMI7951,-1.958607314841775,1.096
RPMI7951,-1.4685210829577449,0.304
RPMI7951,-1.0,0.321
RPMI7951,-0.5228787452803376,0.103
RPMI7951,-3.853871964321762,1.083
RPMI7951,-3.3979400086720375,0.981
RPMI7951,-2.9208187539523753,1.108
RPMI7951,-2.431798275933005,0.996
RPMI7951,-1.958607314841775,0.917
RPMI7951,-1.4685210829577449,0.309
RPMI7951,-1.0,0.233
RPMI7951,-0.5228787452803376,0.042
RPMI7951,-3.853871964321762,1.033
RPMI7951,-3.3979400086720375,0.996
RPMI7951,-2.9208187539523753,0.936
RPMI7951,-2.431798275933005,1.022
RPMI7951,-1.958607314841775,0.966
RPMI7951,-1.4685210829577449,0.383
RPMI7951,-1.0,0.243
RPMI7951,-0.5228787452803376,0.064
RPMI7951,-3.853871964321762,0.889
RPMI7951,-3.3979400086720375,0.983
RPMI7951,-2.9208187539523753,1.004
RPMI7951,-2.431798275933005,0.943
RPMI7951,-1.958607314841775,0.955
RPMI7951,-1.4685210829577449,0.274
RPMI7951,-1.0,0.173
RPMI7951,-0.5228787452803376,0.041
RPMI7951,-3.853871964321762,1.166
RPMI7951,-3.3979400086720375,1.03
RPMI7951,-2.9208187539523753,0.963
RPMI7951,-2.431798275933005,1.015
RPMI7951,-1.958607314841775,0.774
RPMI7951,-1.4685210829577449,0.498
RPMI7951,-1.0,0.125
RPMI7951,-0.5228787452803376,0.132
RPMI7951,-3.853871964321762,0.97
RPMI7951,-3.3979400086720375,1.05
RPMI7951,-2.9208187539523753,0.93
RPMI7951,-2.431798275933005,1.05
RPMI7951,-1.958607314841775,0.884
RPMI7951,-1.4685210829577449,0.209
RPMI7951,-1.0,0.208
RPMI7951,-0.5228787452803376,0.05
RPMI7951,-3.853871964321762,1.048
RPMI7951,-3.3979400086720375,1.043
RPMI7951,-2.9208187539523753,1.049
RPMI7951,-2.431798275933005,1.053
RPMI7951,-1.958607314841775,0.844
RPMI7951,-1.4685210829577449,0.321
RPMI7951,-1.0,0.136
RPMI7951,-0.5228787452803376,0.051
RPMI7951,-3.853871964321762,1.04
RPMI7951,-3.3979400086720375,1.066
RPMI7951,-2.9208187539523753,1.03
RPMI7951,-2.431798275933005,1.01
RPMI7951,-1.958607314841775,0.733
RPMI7951,-1.4685210829577449,0.253
RPMI7951,-1.0,0.165
RPMI7951,-0.5228787452803376,0.053
SKMEL30,-3.853871964321762,1.054
SKMEL30,-3.3979400086720375,0.828
SKMEL30,-2.9208187539523753,1.119
SKMEL30,-2.431798275933005,0.913
SKMEL30,-1.958607314841775,1.169
SKMEL30,-1.4685210829577449,0.361
SKMEL30,-1.0,0.55
SKMEL30,-0.5228787452803376,0.124
SKMEL30,-3.853871964321762,1.002
SKMEL30,-3.3979400086720375,0.891
SKMEL30,-2.9208187539523753,1.006
SKMEL30,-2.431798275933005,0.836
SKMEL30,-1.958607314841775,1.022
SKMEL30,-1.4685210829577449,0.542
SKMEL30,-1.0,0.425
SKMEL30,-0.5228787452803376,0.102
SKMEL30,-3.853871964321762,0.906
SKMEL30,-3.3979400086720375,1.25
SKMEL30,-2.9208187539523753,1.087
SKMEL30,-2.431798275933005,1.111
SKMEL30,-1.958607314841775,1.121
SKMEL30,-1.4685210829577449,0.383
SKMEL30,-1.0,0.36
SKMEL30,-0.5228787452803376,0.065
SKMEL30,-3.853871964321762,1.032
SKMEL30,-3.3979400086720375,1.032
SKMEL30,-2.9208187539523753,1.011
SKMEL30,-2.431798275933005,1.011
SKMEL30,-1.958607314841775,0.995
SKMEL30,-1.4685210829577449,0.452
SKMEL30,-1.0,0.432
SKMEL30,-0.5228787452803376,0.048
SKMEL30,-3.853871964321762,0.847
SKMEL30,-3.3979400086720375,0.842
SKMEL30,-2.9208187539523753,0.985
SKMEL30,-2.431798275933005,1.194
SKMEL30,-1.958607314841775,0.528
SKMEL30,-1.4685210829577449,0.462
SKMEL30,-1.0,0.218
SKMEL30,-0.5228787452803376,0.141
SKMEL30,-3.853871964321762,1.117
SKMEL30,-3.3979400086720375,0.913
SKMEL30,-2.9208187539523753,1.137
SKMEL30,-2.431798275933005,1.083
SKMEL30,-1.958607314841775,0.609
SKMEL30,-1.4685210829577449,0.442
SKMEL30,-1.0,0.234
SKMEL30,-0.5228787452803376,0.095
SKMES1,-3.853871964321762,1.045
SKMES1,-3.3979400086720375,0.999
SKMES1,-2.9208187539523753,0.996
SKMES1,-2.431798275933005,0.917
SKMES1,-1.958607314841775,0.758
SKMES1,-1.4685210829577449,0.33
SKMES1,-1.0,0.21
SKMES1,-0.5228787452803376,0.059
SKMES1,-3.853871964321762,0.973
SKMES1,-3.3979400086720375,0.904
SKMES1,-2.9208187539523753,0.976
SKMES1,-2.431798275933005,0.288
SKMES1,-1.958607314841775,0.909
SKMES1,-1.4685210829577449,0.393
SKMES1,-1.0,0.225
SKMES1,-0.5228787452803376,0.061
SKMES1,-3.853871964321762,0.881
SKMES1,-3.3979400086720375,1.069
SKMES1,-2.9208187539523753,0.956
SKMES1,-2.431798275933005,0.935
SKMES1,-1.958607314841775,0.808
SKMES1,-1.4685210829577449,0.24
SKMES1,-1.0,0.056
SKMES1,-0.5228787452803376,0.067
SKMES1,-3.853871964321762,1.059
SKMES1,-3.3979400086720375,1.159
SKMES1,-2.9208187539523753,0.918
SKMES1,-2.431798275933005,1.119
SKMES1,-1.958607314841775,0.894
SKMES1,-1.4685210829577449,0.303
SKMES1,-1.0,0.07
SKMES1,-0.5228787452803376,0.052
SKMES1,-3.853871964321762,1.053
SKMES1,-3.3979400086720375,0.965
SKMES1,-2.9208187539523753,0.979
SKMES1,-2.431798275933005,0.983
SKMES1,-1.958607314841775,0.722
SKMES1,-1.4685210829577449,0.362
SKMES1,-1.0,0.044
SKMES1,-0.5228787452803376,0.031
SKMES1,-3.853871964321762,1.074
SKMES1,-3.3979400086720375,0.97
SKMES1,-2.9208187539523753,1.057
SKMES1,-2.431798275933005,0.928
SKMES1,-1.958607314841775,0.877
SKMES1,-1.4685210829577449,0.356
SKMES1,-1.0,0.062
SKMES1,-0.5228787452803376,0.053
SKOV3,-3.853871964321762,0.903
SKOV3,-3.3979400086720375,0.921
SKOV3,-2.9208187539523753,0.996
SKOV3,-2.431798275933005,0.955
SKOV3,-1.958607314841775,0.994
SKOV3,-1.4685210829577449,0.873
SKOV3,-1.0,0.742
SKOV3,-0.5228787452803376,0.117
SKOV3,-3.853871964321762,0.904
SKOV3,-3.3979400086720375,0.883
SKOV3,-2.9208187539523753,0.93
SKOV3,-2.431798275933005,0.958
SKOV3,-1.958607314841775,1.023
SKOV3,-1.4685210829577449,0.625
SKOV3,-1.0,0.326
SKOV3,-0.5228787452803376,0.08
SKOV3,-3.853871964321762,0.931
SKOV3,-3.3979400086720375,1.047
SKOV3,-2.9208187539523753,1.037
SKOV3,-2.431798275933005,1.039
SKOV3,-1.958607314841775,0.971
SKOV3,-1.4685210829577449,1.149
SKOV3,-1.0,0.233
SKOV3,-0.5228787452803376,0.202
SW620,-3.853871964321762,0.895
SW620,-3.3979400086720375,0.986
SW620,-2.9208187539523753,0.954
SW620,-2.431798275933005,0.88
SW620,-1.958607314841775,0.62
SW620,-1.4685210829577449,0.347
SW620,-1.0,0.248
SW620,-0.5228787452803376,0.057
SW620,-3.853871964321762,0.96
SW620,-3.3979400086720375,0.989
SW620,-2.9208187539523753,1.049
SW620,-2.431798275933005,0.947
SW620,-1.958607314841775,0.669
SW620,-1.4685210829577449,0.339
SW620,-1.0,0.275
SW620,-0.5228787452803376,0.075
SW620,-3.853871964321762,0.97
SW620,-3.3979400086720375,1.036
SW620,-2.9208187539523753,0.956
SW620,-2.431798275933005,1.003
SW620,-1.958607314841775,0.589
SW620,-1.4685210829577449,0.364
SW620,-1.0,0.236
SW620,-0.5228787452803376,0.055
SW620,-3.853871964321762,0.931
SW620,-3.3979400086720375,1.12
SW620,-2.9208187539523753,1.016
SW620,-2.431798275933005,0.94
SW620,-1.958607314841775,0.664
SW620,-1.4685210829577449,0.334
SW620,-1.0,0.245
SW620,-0.5228787452803376,0.053
SW620,-3.853871964321762,1.041
SW620,-3.3979400086720375,1.175
SW620,-2.9208187539523753,0.974
SW620,-2.431798275933005,0.883
SW620,-1.958607314841775,0.388
SW620,-1.4685210829577449,0.303
SW620,-1.0,0.146
SW620,-0.5228787452803376,0.092
SW620,-3.853871964321762,1.002
SW620,-3.3979400086720375,1.009
SW620,-2.9208187539523753,0.981
SW620,-2.431798275933005,1.076
SW620,-1.958607314841775,0.381
SW620,-1.4685210829577449,0.291
SW620,-1.0,0.171
SW620,-0.5228787452803376,0.094
SW837,-3.853871964321762,0.869
SW837,-3.3979400086720375,1.077
SW837,-2.9208187539523753,1.158
SW837,-2.431798275933005,0.866
SW837,-1.958607314841775,0.84
SW837,-1.4685210829577449,0.722
SW837,-1.0,0.47
SW837,-0.5228787452803376,0.106
SW837,-3.853871964321762,0.995
SW837,-3.3979400086720375,0.839
SW837,-2.9208187539523753,0.947
SW837,-2.431798275933005,0.911
SW837,-1.958607314841775,1.412
SW837,-1.4685210829577449,0.629
SW837,-1.0,0.601
SW837,-0.5228787452803376,0.106
SW837,-3.853871964321762,0.913
SW837,-3.3979400086720375,1.112
SW837,-2.9208187539523753,0.976
SW837,-2.431798275933005,0.907
SW837,-1.958607314841775,0.913
SW837,-1.4685210829577449,0.6
SW837,-1.0,0.499
SW837,-0.5228787452803376,0.125
SW837,-3.853871964321762,0.969
SW837,-3.3979400086720375,0.261
SW837,-2.9208187539523753,1.06
SW837,-2.431798275933005,0.754
SW837,-1.958607314841775,0.967
SW837,-1.4685210829577449,0.579
SW837,-1.0,0.488
SW837,-0.5228787452803376,0.095
SW837,-3.853871964321762,1.256
SW837,-3.3979400086720375,1.084
SW837,-2.9208187539523753,0.975
SW837,-2.431798275933005,1.055
SW837,-1.958607314841775,0.528
SW837,-1.4685210829577449,0.385
SW837,-1.0,0.096
SW837,-0.5228787452803376,0.116
SW837,-3.853871964321762,1.135
SW837,-3.3979400086720375,0.879
SW837,-2.9208187539523753,1.38
SW837,-2.431798275933005,1.005
SW837,-1.958607314841775,0.708
SW837,-1.4685210829577449,0.454
SW837,-1.0,0.138
SW837,-0.5228787452803376,0.1
T47D,-3.853871964321762,0.982
T47D,-3.3979400086720375,0.98
T47D,-2.9208187539523753,0.947
T47D,-2.431798275933005,0.834
T47D,-1.958607314841775,1.017
T47D,-1.4685210829577449,0.845
T47D,-1.0,0.805
T47D,-0.5228787452803376,0.131
T47D,-3.853871964321762,1.108
T47D,-3.3979400086720375,0.937
T47D,-2.9208187539523753,1.033
T47D,-2.431798275933005,0.964
T47D,-1.958607314841775,1.074
T47D,-1.4685210829577449,0.839
T47D,-1.0,0.661
T47D,-0.5228787452803376,0.451
T47D,-3.853871964321762,0.861
T47D,-3.3979400086720375,0.699
T47D,-2.9208187539523753,0.962
T47D,-2.431798275933005,0.611
T47D,-1.958607314841775,0.657
T47D,-1.4685210829577449,0.66
T47D,-1.0,0.484
T47D,-0.5228787452803376,0.218
T47D,-3.853871964321762,0.659
T47D,-3.3979400086720375,1.126
T47D,-2.9208187539523753,0.973
T47D,-2.431798275933005,0.956
T47D,-1.958607314841775,0.945
T47D,-1.4685210829577449,0.816
T47D,-1.0,0.751
T47D,-0.5228787452803376,0.325
T47D,-3.853871964321762,1.139
T47D,-3.3979400086720375,1.295
T47D,-2.9208187539523753,0.964
T47D,-2.431798275933005,0.829
T47D,-1.958607314841775,1.032
T47D,-1.4685210829577449,0.681
T47D,-1.0,0.495
T47D,-0.5228787452803376,0.242
T47D,-3.853871964321762,0.98
T47D,-3.3979400086720375,1.11
T47D,-2.9208187539523753,1.057
T47D,-2.431798275933005,0.869
T47D,-1.958607314841775,0.604
T47D,-1.4685210829577449,0.611
T47D,-1.0,0.469
T47D,-0.5228787452803376,0.424
T47D,-3.853871964321762,1.355
T47D,-3.3979400086720375,0.856
T47D,-2.9208187539523753,0.784
T47D,-2.431798275933005,1.405
T47D,-1.958607314841775,0.861
T47D,-1.4685210829577449,0.689
T47D,-1.0,0.712
T47D,-0.5228787452803376,0.175
T47D,-3.853871964321762,1.101
T47D,-3.3979400086720375,1.293
T47D,-2.9208187539523753,1.052
T47D,-2.431798275933005,1.079
T47D,-1.958607314841775,1.394
T47D,-1.4685210829577449,0.788
T47D,-1.0,0.716
T47D,-0.5228787452803376,0.424
T47D,-3.853871964321762,1.393
T47D,-3.3979400086720375,1.248
T47D,-2.9208187539523753,0.588
T47D,-2.431798275933005,0.718
T47D,-1.958607314841775,0.788
T47D,-1.4685210829577449,0.657
T47D,-1.0,0.35
T47D,-0.5228787452803376,0.229
UACC62,-3.853871964321762,1.031
UACC62,-3.3979400086720375,0.844
UACC62,-2.9208187539523753,0.991
UACC62,-2.431798275933005,0.8
UACC62,-1.958607314841775,0.912
UACC62,-1.4685210829577449,0.747
UACC62,-1.0,0.538
UACC62,-0.5228787452803376,0.189
UACC62,-3.853871964321762,1.034
UACC62,-3.3979400086720375,0.035
UACC62,-2.9208187539523753,1.007
UACC62,-2.431798275933005,0.778
UACC62,-1.958607314841775,0.808
UACC62,-1.4685210829577449,0.837
UACC62,-1.0,0.565
UACC62,-0.5228787452803376,0.138
UACC62,-3.853871964321762,0.847
UACC62,-3.3979400086720375,1.092
UACC62,-2.9208187539523753,0.762
UACC62,-2.431798275933005,1.012
UACC62,-1.958607314841775,0.879
UACC62,-1.4685210829577449,0.796
UACC62,-1.0,0.571
UACC62,-0.5228787452803376,0.123
UACC62,-3.853871964321762,0.801
UACC62,-3.3979400086720375,1.058
UACC62,-2.9208187539523753,0.775
UACC62,-2.431798275933005,1.061
UACC62,-1.958607314841775,0.806
UACC62,-1.4685210829577449,0.668
UACC62,-1.0,0.523
UACC62,-0.5228787452803376,0.116
UACC62,-3.853871964321762,1.066
UACC62,-3.3979400086720375,1.02
UACC62,-2.9208187539523753,1.001
UACC62,-2.431798275933005,1.051
UACC62,-1.958607314841775,0.706
UACC62,-1.4685210829577449,0.593
UACC62,-1.0,0.362
UACC62,-0.5228787452803376,0.253
UACC62,-3.853871964321762,1.114
UACC62,-3.3979400086720375,1.101
UACC62,-2.9208187539523753,0.966
UACC62,-2.431798275933005,1.005
UACC62,-1.958607314841775,0.623
UACC62,-1.4685210829577449,0.62
UACC62,-1.0,0.386
UACC62,-0.5228787452803376,0.267
UWB1289,-3.853871964321762,1.119
UWB1289,-3.3979400086720375,1.006
UWB1289,-2.9208187539523753,1.099
UWB1289,-2.431798275933005,1.02
UWB1289,-1.958607314841775,0.997
UWB1289,-1.4685210829577449,0.357
UWB1289,-1.0,0.521
UWB1289,-0.5228787452803376,0.096
UWB1289,-3.853871964321762,0.953
UWB1289,-3.3979400086720375,1.041
UWB1289,-2.9208187539523753,1.052
UWB1289,-2.431798275933005,1.023
UWB1289,-1.958607314841775,0.914
UWB1289,-1.4685210829577449,0.59
UWB1289,-1.0,0.53
UWB1289,-0.5228787452803376,0.207
UWB1289,-3.853871964321762,0.743
UWB1289,-3.3979400086720375,0.944
UWB1289,-2.9208187539523753,0.9
UWB1289,-2.431798275933005,0.974
UWB1289,-1.958607314841775,0.76
UWB1289,-1.4685210829577449,0.62
UWB1289,-1.0,0.397
UWB1289,-0.5228787452803376,0.172
UWB1289,-3.853871964321762,0.935
UWB1289,-3.3979400086720375,0.922
UWB1289,-2.9208187539523753,1.012
UWB1289,-2.431798275933005,0.896
UWB1289,-1.958607314841775,0.824
UWB1289,-1.4685210829577449,0.546
UWB1289,-1.0,0.487
UWB1289,-0.5228787452803376,0.176
UWB1289,-3.853871964321762,0.98
UWB1289,-3.3979400086720375,0.943
UWB1289,-2.9208187539523753,0.924
UWB1289,-2.431798275933005,0.815
UWB1289,-1.958607314841775,0.635
UWB1289,-1.4685210829577449,0.587
UWB1289,-1.0,0.331
UWB1289,-0.5228787452803376,0.262
UWB1289,-3.853871964321762,0.897
UWB1289,-3.3979400086720375,0.882
UWB1289,-2.9208187539523753,0.843
UWB1289,-2.431798275933005,0.862
UWB1289,-1.958607314841775,0.667
UWB1289,-1.4685210829577449,0.579
UWB1289,-1.0,0.445
UWB1289,-0.5228787452803376,0.243
UWB1289BRCA1,-3.853871964321762,1.064
UWB1289BRCA1,-3.3979400086720375,0.943
UWB1289BRCA1,-2.9208187539523753,1.061
UWB1289BRCA1,-2.431798275933005,1.05
UWB1289BRCA1,-1.958607314841775,1.049
UWB1289BRCA1,-1.4685210829577449,1.0
UWB1289BRCA1,-1.0,0.838
UWB1289BRCA1,-0.5228787452803376,0.386
UWB1289BRCA1,-3.853871964321762,1.003
UWB1289BRCA1,-3.3979400086720375,0.945
UWB1289BRCA1,-2.9208187539523753,0.982
UWB1289BRCA1,-2.431798275933005,0.935
UWB1289BRCA1,-1.958607314841775,1.066
UWB1289BRCA1,-1.4685210829577449,1.041
UWB1289BRCA1,-1.0,0.834
UWB1289BRCA1,-0.5228787452803376,0.327
UWB1289BRCA1,-3.853871964321762,0.994
UWB1289BRCA1,-3.3979400086720375,0.976
UWB1289BRCA1,-2.9208187539523753,0.965
UWB1289BRCA1,-2.431798275933005,1.01
UWB1289BRCA1,-1.958607314841775,1.083
UWB1289BRCA1,-1.4685210829577449,0.893
UWB1289BRCA1,-1.0,0.724
UWB1289BRCA1,-0.5228787452803376,0.279
UWB1289BRCA1,-3.853871964321762,0.956
UWB1289BRCA1,-3.3979400086720375,0.924
UWB1289BRCA1,-2.9208187539523753,0.972
UWB1289BRCA1,-2.431798275933005,0.978
UWB1289BRCA1,-1.958607314841775,1.028
UWB1289BRCA1,-1.4685210829577449,0.915
UWB1289BRCA1,-1.0,0.772
UWB1289BRCA1,-0.5228787452803376,0.285
UWB1289BRCA1,-3.853871964321762,0.783
UWB1289BRCA1,-3.3979400086720375,0.78
UWB1289BRCA1,-2.9208187539523753,0.779
UWB1289BRCA1,-2.431798275933005,0.782
UWB1289BRCA1,-1.958607314841775,0.956
UWB1289BRCA1,-1.4685210829577449,0.903
UWB1289BRCA1,-1.0,0.731
UWB1289BRCA1,-0.5228787452803376,0.467
UWB1289BRCA1,-3.853871964321762,1.058
UWB1289BRCA1,-3.3979400086720375,0.982
UWB1289BRCA1,-2.9208187539523753,0.972
UWB1289BRCA1,-2.431798275933005,0.937
UWB1289BRCA1,-1.958607314841775,0.956
UWB1289BRCA1,-1.4685210829577449,0.922
UWB1289BRCA1,-1.0,0.774
UWB1289BRCA1,-0.5228787452803376,0.521
VCAP,-3.853871964321762,1.098
VCAP,-3.3979400086720375,0.931
VCAP,-2.9208187539523753,1.067
VCAP,-2.431798275933005,0.872
VCAP,-1.958607314841775,0.996
VCAP,-1.4685210829577449,0.792
VCAP,-1.0,0.469
VCAP,-0.5228787452803376,0.04
VCAP,-3.853871964321762,1.108
VCAP,-3.3979400086720375,0.937
VCAP,-2.9208187539523753,1.083
VCAP,-2.431798275933005,0.917
VCAP,-1.958607314841775,0.947
VCAP,-1.4685210829577449,0.717
VCAP,-1.0,0.525
VCAP,-0.5228787452803376,0.052
VCAP,-3.853871964321762,1.064
VCAP,-3.3979400086720375,1.006
VCAP,-2.9208187539523753,0.996
VCAP,-2.431798275933005,0.947
VCAP,-1.958607314841775,0.968
VCAP,-1.4685210829577449,0.733
VCAP,-1.0,0.41
VCAP,-0.5228787452803376,0.032
VCAP,-3.853871964321762,1.062
VCAP,-3.3979400086720375,0.97
VCAP,-2.9208187539523753,0.993
VCAP,-2.431798275933005,0.891
VCAP,-1.958607314841775,0.863
VCAP,-1.4685210829577449,0.669
VCAP,-1.0,0.448
VCAP,-0.5228787452803376,0.028
VCAP,-3.853871964321762,1.156
VCAP,-3.3979400086720375,0.937
VCAP,-2.9208187539523753,1.06
VCAP,-2.431798275933005,0.851
VCAP,-1.958607314841775,0.873
VCAP,-1.4685210829577449,0.654
VCAP,-1.0,0.178
VCAP,-0.5228787452803376,0.04
VCAP,-3.853871964321762,0.963
VCAP,-3.3979400086720375,1.024
VCAP,-2.9208187539523753,1.051
VCAP,-2.431798275933005,1.008
VCAP,-1.958607314841775,0.786
VCAP,-1.4685210829577449,0.684
VCAP,-1.0,0.294
VCAP,-0.5228787452803376,0.039
ZR751,-3.853871964321762,1.109
ZR751,-3.3979400086720375,0.95
ZR751,-2.9208187539523753,0.658
ZR751,-2.431798275933005,0.322
ZR751,-1.958607314841775,0.84
ZR751,-1.4685210829577449,0.714
ZR751,-1.0,0.493
ZR751,-0.5228787452803376,0.242
ZR751,-3.853871964321762,0.993
ZR751,-3.3979400086720375,0.751
ZR751,-2.9208187539523753,0.842
ZR751,-2.431798275933005,1.006
ZR751,-1.958607314841775,0.826
ZR751,-1.4685210829577449,0.603
ZR751,-1.0,0.49
ZR751,-0.5228787452803376,0.26
ZR751,-3.853871964321762,0.956
ZR751,-3.3979400086720375,0.847
ZR751,-2.9208187539523753,0.968
ZR751,-2.431798275933005,0.854
ZR751,-1.958607314841775,0.987
ZR751,-1.4685210829577449,0.741
ZR751,-1.0,0.53
ZR751,-0.5228787452803376,0.225
ZR751,-3.853871964321762,0.805
ZR751,-3.3979400086720375,0.758
ZR751,-2.9208187539523753,0.93
ZR751,-2.431798275933005,0.892
ZR751,-1.958607314841775,0.999
ZR751,-1.4685210829577449,0.627
ZR751,-1.0,0.439
ZR751,-0.5228787452803376,0.187
ZR751,-3.853871964321762,0.941
ZR751,-3.3979400086720375,0.86
ZR751,-2.9208187539523753,0.961
ZR751,-2.431798275933005,0.944
ZR751,-1.958607314841775,0.73
ZR751,-1.4685210829577449,0.616
ZR751,-1.0,0.298
ZR751,-0.5228787452803376,0.364
ZR751,-3.853871964321762,1.134
ZR751,-3.3979400086720375,1.007
ZR751,-2.9208187539523753,0.955
ZR751,-2.431798275933005,0.817
ZR751,-1.958607314841775,0.738
ZR751,-1.4685210829577449,0.835
ZR751,-1.0,0.371
ZR751,-0.5228787452803376,0.398
